Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Label
-1.0434965367751723,-1.0543078467953488,-0.8338084305650673,-0.9902158210489642,-0.637915093051373,-1.0587665600152385,-0.7548583487789596,-1.0611818815416136,1.0
-1.1551047704520108,-1.140477692899596,-1.1959103980264616,-1.0719031489865598,-1.0067516435061623,-1.1634271622907983,-1.013917882773859,-1.1810260651971887,1.0
-0.9231871503152999,-0.9331019594487777,-1.30592104566521,-0.9487564234524961,-0.9478661349202049,-0.9306224428959728,-0.9198746466062632,-0.9402917706072907,1.0
-1.0624770509995827,-1.072566391117617,0.21439882661568135,-1.027570327794297,-0.9358592176529368,-1.0792177893814008,-0.9730419429419913,-1.0803231270379794,1.0
-1.0837996068957987,-1.092752654808177,0.07088324387778361,-1.0288017950496375,-0.8113564137578232,-1.1155784989403126,-0.8331722730389949,-1.1309884664505345,1.0
-0.824922025535186,-0.8247353864887478,-0.745038477845571,-0.9056550695155738,-1.0923981787858656,-0.773544711924906,-1.0991598847817892,-0.7378758155885092,1.0
-1.0479064931495332,-1.0587910165489447,1.2843818334916468,-0.9992465809214621,-0.7074795126291764,-1.078723540206647,-0.7437136876362291,-1.088674524231791,1.0
-0.8739364993506126,-0.8773695879921317,-0.3459616544774962,-0.9438305544311336,-1.1695788717238225,-0.8595975006752771,-1.0962377282372373,-0.8508250797517557,1.0
-0.9164549550256976,-0.8980832427704558,-0.8935255847694283,-0.986931908368056,-1.4412211854874941,-0.869709571629023,-1.3285690322518067,-0.8520668812005057,1.0
-1.0526248398444824,-1.0377455719497397,-2.381796948964804,-0.9992465809214621,-0.846599336129665,-1.0445535567196167,-0.8816811466791385,-1.0417006457486688,1.0
-1.0087337462838957,-1.0187107966158624,-0.9812337591752859,-0.9430095762609065,-0.3803584746998412,-1.044580272891225,-0.4475860196236475,-1.063839150721376,1.0
-0.9742819456768584,-0.9826312608838916,0.29105709112235867,-0.9401361526651116,-0.5886202048412735,-0.9753319560824819,-0.7088939893524489,-0.9679118347667808,1.0
-1.043731350526429,-1.0529768290374295,0.5421750572105776,-0.9889843537936235,-0.633537088709206,-1.0797253966419587,-0.6554986786506545,-1.099339412780077,1.0
-1.0235490391329747,-1.0330756759988202,-1.611440456897089,-0.9951416900703269,-0.8322653390468251,-1.0331724676144762,-0.8932275732358288,-1.0321059497160001,1.0
-1.012189166279609,-1.0200215235926176,-0.6721104891003199,-0.960660606920789,-0.5545340666857907,-1.0384355534213134,-0.6099331243179694,-1.0445168597882795,1.0
-1.0260096603718023,-1.0171018938623877,-0.1732173220674882,-0.9922682664745319,-0.9004805379349926,-1.0181846953422136,-0.9265644492018082,-1.0204708600789687,1.0
-0.9143869773147789,-0.9198820088582128,-2.0877524409879142,-0.8288936105993409,0.036003826836679846,-0.9172910732634255,-0.1933023389890013,-0.9206838101860262,1.0
-1.005621376860031,-1.0130357295935164,-0.5411772897827143,-0.9980151136661216,-0.9836414478631718,-1.0259457431944279,-0.9414090337666066,-1.0369077376802491,1.0
-0.9577385771750905,-0.9524395698397881,-0.19266197911984892,-0.98857386470851,-1.2132203127343677,-0.9114402316812052,-1.2324282753546636,-0.8767332757444187,1.0
-1.0159463570943958,-1.012348867239625,-0.0722838032698907,-0.984058484772261,-0.844682560275948,-0.9957965435344485,-0.9455541807395789,-0.9726912495040816,1.0
-0.8634673157336163,-0.8674758464764183,-0.560536371255272,-0.8678900736851276,-0.5973010011199049,-0.8918439198065088,-0.5355954271183293,-0.9240047801570658,1.0
-0.9247518930648041,-0.9159523016742609,-0.9059707845919163,-0.9820060393466933,-1.3229213001247042,-0.8687878637085361,-1.3011458736380397,-0.8296375452838213,1.0
-1.1195894226272325,-1.1078483120068179,-1.8154560021657244,-1.0739555944121275,-1.2597644278716846,-1.1087391590085849,-1.251307030108665,-1.1002839483319178,1.0
-1.0262978509853304,-1.0288491229770615,-1.562928408420959,-0.986931908368056,-0.772045569713611,-1.037968020418168,-0.8125136599542438,-1.0430186388387972,1.0
-1.0580322807950184,-1.0396181353424792,-0.6851137666866497,-1.0246969041985021,-1.109004393475843,-1.0381149593620136,-1.1003912887952587,-1.0324478872994096,1.0
-0.9462406429104304,-0.956553428401909,-1.8645923856591229,-0.8502390430252452,0.09259829801321262,-0.9894648108632788,-0.0183420790799102,-1.0051561918102219,1.0
-0.8486458059555927,-0.8586493629830063,0.5843886782129196,-0.9319263709628407,-1.1541825567120525,-0.8190423521738605,-1.132183926934562,-0.7877464365741399,1.0
-0.8876899365948365,-0.8928023589523572,0.3461964358939175,-0.920022187494548,-0.9002999672144827,-0.8888116343289657,-0.8680794474968113,-0.8843885725879238,1.0
-0.9854142099597415,-0.9919785237654147,-0.10382324163600196,-1.0127927207302092,-1.247292536359031,-0.9735419725847252,-1.218814514720051,-0.9533525370965535,1.0
-0.9561614117783214,-0.9596545273344016,-1.2238129906727735,-0.9766696812402174,-1.066601321886038,-0.9335478636870831,-1.0933931102984085,-0.9044072475184157,1.0
-0.9709249358528712,-0.9322110309962839,-1.4489548692731888,-0.9934997337298727,-1.3521508636389339,-0.9109726986780601,-1.2649851279696058,-0.9016212724135934,1.0
-1.008094030873284,-1.013025012377377,-0.3844788852124569,-0.984058484772261,-0.8405847769691178,-1.0239420303238047,-0.844370810633718,-1.0395057956392606,1.0
-0.9863540417966569,-0.9866662352397765,-1.6608775535076725,-0.9865214192829422,-1.01726664565524,-0.9642447448650329,-1.0661972287061081,-0.946355627012836,1.0
-1.040486414101298,-1.0318224236015066,-0.7092544366655965,-1.0127927207302092,-1.0276098621884466,-1.0368325831248146,-1.0140416618164285,-1.0404913319033677,1.0
-0.901938594225156,-0.8921280137376972,-1.0431190125694088,-0.9754382139848766,-1.3689379469384142,-0.8538268076078819,-1.298347907836113,-0.8302975483998469,1.0
-0.9644520411652204,-0.9731651769635424,-0.7250662374761966,-0.9487564234524961,-0.7286126524146062,-0.9716584824863391,-0.7819141714615848,-0.9716501432965254,1.0
-1.0168716541048888,-1.0129671673951912,-0.22050345698061097,-1.0099192971344146,-1.1060985837068948,-1.005962046831411,-1.0979320224525573,-1.0035764709628776,1.0
-1.082676262515345,-1.0902336810217024,1.0731054724944045,-1.0435794021137252,-1.0057740876415848,-1.125076097947067,-0.9216538307107173,-1.145426809391715,1.0
-1.0072139053371765,-0.9752862722671651,-1.4458313045665354,-0.9528613143036315,-0.7555419960534042,-0.9668094973394307,-0.8272219166148562,-0.9590150968488849,1.0
-0.9176027461637235,-0.9248834819226776,-0.5151819342639867,-0.9163277857285261,-0.7030560284192423,-0.899925561718023,-0.8103152218194777,-0.8745064806548046,1.0
-0.9433106408381992,-0.9536312985877399,0.8675133451002942,-0.956966205154767,-0.9150736340054131,-0.9190409825037701,-1.0088106285070602,-0.8890725129739935,1.0
-1.0031991171256136,-0.9853494052133764,-0.2949313907794063,-0.979543104836012,-0.9563559497783216,-1.0009661227406568,-0.8950422853129393,-1.0245365436233582,1.0
-0.9461983020825039,-0.9490813309390268,-0.9233784539479248,-0.9467039780269284,-0.8450226884108425,-0.926588300983118,-0.9192944727543991,-0.9147147429093978,1.0
-1.123492465861771,-1.1272627639931982,0.32474532025322483,-1.0854492887953069,-1.2786556969557357,-1.1347206358976678,-1.2570908042180267,-1.1323715494633049,1.0
-1.025060536177311,-1.0354485689232864,0.5056101733314563,-1.0374220658370221,-1.269325201552936,-1.0305542827968617,-1.2220589553378023,-1.0248605261612123,1.0
-1.0842381098467178,-1.0906368062399467,-0.18843706083997666,-1.0472738038797471,-1.047218458888066,-1.114563284419197,-0.998207360257764,-1.1364547270723435,1.0
-0.9572155225886345,-0.9395642419885271,-0.8725827120441303,-0.9955521791554404,-1.337437219738518,-0.9118142580837217,-1.2758218105445036,-0.8847598180898091,1.0
-1.0391145454527262,-1.0200898254861939,-1.624786451208093,-1.0509682056457692,-1.4922667345707203,-1.0040651986472207,-1.401561340403659,-0.9884047746154244,1.0
-0.9950318902864739,-1.0031250788629948,-1.76689402210614,-0.9138648512178448,-0.19258936484128333,-0.9960904214221399,-0.44194025572594403,-0.9850022218510707,1.0
-1.061543012439429,-1.0448424413288748,0.3515155725795999,-0.9779011484955579,-0.5685412474907787,-1.0611710154599863,-0.6472945426021856,-1.0697007011129496,1.0
-0.9287304550981217,-0.9390616619683393,-1.0402905746074058,-0.9208431656647751,-0.6649190147121561,-0.92402354850872,-0.76013696491771,-0.9066945370152957,1.0
-1.0153762453992932,-1.0212707224468283,-0.3521734256664383,-0.9668179431974921,-0.6102818407697063,-1.0349223768548206,-0.6714373717067671,-1.0485770650488626,1.0
-0.9879625777368332,-0.9861649940717088,-0.7735081536721832,-0.9807745720913528,-0.963840076059929,-0.9887835484872668,-0.9462002420935294,-0.9835322693452702,1.0
-1.0209230156457172,-1.0307163541195412,-1.598576606694777,-0.9602501178356755,-0.4773333527788756,-1.0297527976486123,-0.642904199328471,-1.0247508184662963,1.0
-0.9462118192639872,-0.9398514236596653,-1.9023780387556077,-0.9031921350048925,-0.5008342731392811,-0.9350439692971484,-0.6066786010045926,-0.9252206314373471,1.0
-0.9156411220572375,-0.9075069012803209,-0.9567565573267556,-0.9015501786644383,-0.6680823635661216,-0.9008472696385099,-0.7146982567236477,-0.9092815457680055,1.0
-0.957356633155725,-0.963453699288157,-0.40755451807565346,-0.9976046245810082,-1.2437339638297584,-0.9606380616979108,-1.1527677814027488,-0.965284424051051,1.0
-1.05391441911295,-1.0444531974965974,-0.4119192142306488,-0.9865214192829422,-0.6650420591863551,-1.0522210979712021,-0.7526331581119562,-1.050268002577383,1.0
-0.9882545245922386,-0.99112931620076,-0.3330518049382794,-0.9709228340486277,-0.8388185726577508,-0.9790054296786246,-0.9102594638573412,-0.9648944980806606,1.0
-0.9386928515963224,-0.9311287261918554,-1.3495392145044973,-0.9692808777081734,-1.140988153043305,-0.9055626739273767,-1.1263276402689888,-0.8906205626772653,1.0
-1.0348661193866362,-1.0373917462494577,-0.1773172151169645,-1.0324961968156596,-1.2057098170921405,-1.0308080864271405,-1.184054594813857,-1.0236781738947514,1.0
-0.8037096270918956,-0.8098941623614003,0.9903257554852548,-0.8855411043450101,-1.002693025416395,-0.8002341673616091,-0.9211626403182746,-0.800524999594854,1.0
-1.1452564012868085,-1.1424400480131822,-0.05409825263686895,-1.0333171749858865,-0.47351657056679003,-1.1762642827485918,-0.5777211803549187,-1.2010416928748842,1.0
-1.0302569839090343,-1.0330502656806972,-0.2205437248317187,-0.9992465809214621,-0.8761202736330976,-1.0574040352632146,-0.8316069479205682,-1.0727768725944768,1.0
-1.0803267528157998,-1.0560521847959587,1.49678541994844,-0.9052445804304602,0.32006277281081236,-1.1016727316181865,0.15687295702044146,-1.1316298296192981,1.0
-1.0849528383839473,-1.0275886689071418,-0.5453056897253049,-0.984058484772261,-0.7497935503361358,-1.0581788042398557,-0.7086965459479379,-1.0809871333391832,1.0
-1.0390413874048252,-1.0496590568136757,1.6545616298248604,-0.9963731573256674,-0.73767379098089,-1.0773610154546231,-0.7261150178149982,-1.1030459127545904,1.0
-1.0555564339014496,-1.0649297350054987,0.1914322992858759,-0.9996570700065759,-0.6693210934428215,-1.0855495220525708,-0.7176030457382699,-1.0973736336024207,1.0
-0.9476316629638105,-0.9530059440719396,-0.02118452060230781,-0.94342006534602,-0.7932494915305183,-0.9660080121911813,-0.7652965205852021,-0.9786429470555041,1.0
-1.0287131609219962,-1.0304857998650139,-0.9001923539372557,-1.0739555944121275,-1.683408394658775,-1.0153527811517324,-1.538857356419599,-1.003891088598664,1.0
-1.0920051666497375,-1.1008398071671737,-1.818147814174803,-1.0489157602202015,-0.9981122430100193,-1.1189180203913516,-0.9946484340339709,-1.1304702148721055,1.0
-0.8676975113615022,-0.877331975178973,-0.7015440876252548,-0.9709228340486277,-1.3923134703555091,-0.8616546458891171,-1.2523562368146366,-0.8586624821387859,1.0
-0.8406511400558442,-0.8458716431231235,1.4763511336188033,-0.8321775232802491,-0.42460301442300763,-0.8665971376366547,-0.4070660374857468,-0.8848271583189543,1.0
-0.9302357058953019,-0.9396385380769285,0.07612691369290138,-0.9639445196016974,-1.051340492384402,-0.9290729049426907,-1.0236694236504384,-0.9213370078459011,1.0
-1.1156224699324906,-1.1061540030406944,-0.420028002580966,-1.0201815242622532,-0.6059245421607199,-1.1296579213778928,-0.6926360953151546,-1.1452863749426532,1.0
-0.9649511955491851,-0.9754412389278481,-1.161417306334027,-0.9446515326013606,-0.6758679236509108,-0.968559406579775,-0.764663419975238,-0.9533592033030273,1.0
-1.0001799270470255,-0.9956098303957543,-0.22518387429640152,-1.0160766334111178,-1.2611917347080461,-1.017970965969347,-1.1035440005975556,-1.0499084160011236,1.0
-0.9601481394243612,-0.9612277197244106,0.3481620833716286,-0.9331578382181814,-0.6509016520313678,-0.969574621100891,-0.6818624363390391,-0.9706178337689233,1.0
-0.9371908992183845,-0.9472627269130809,-0.1741807929859449,-0.9709228340486277,-1.0765437884669504,-0.9347634494952611,-1.0520931628736179,-0.9264238204613297,1.0
-0.962357196408765,-0.9720104850103893,-1.3140522423936487,-0.9676389213677193,-0.9154674475201262,-0.9507397201170315,-0.9808674635745541,-0.9208342504251867,1.0
-0.8898713225745577,-0.8980823748673764,0.850043102658445,-0.9286424582819324,-0.9473427554253193,-0.8868479957157547,-0.9271845848045582,-0.8821258662612884,1.0
-0.9892035273866336,-0.9735125448853207,0.2174031137512956,-0.9766696812402174,-0.9935229690914108,-0.9539323026242246,-1.0315174663468722,-0.939706288176752,1.0
-1.0534319205923477,-1.04274067434829,-0.6083812179000954,-1.010329786219528,-0.9347914405809705,-1.0516734164532318,-0.940711340176333,-1.051908324077117,1.0
-0.9086855826135862,-0.9138673856078618,-2.384650292668302,-0.9142753403029583,-0.744168727649265,-0.8818387135391963,-0.8541348927279764,-0.8571561962459467,1.0
-0.9474619755593096,-0.9469127481389036,-0.8063115631050489,-0.9462934889418149,-0.8529909607967445,-0.9233155699610998,-0.9269334573324828,-0.9063561028756952,1.0
-1.0159845514884875,-1.0136116627570906,-0.8206149558474751,-1.0041724499428248,-1.0435023396389946,-1.0067100996364438,-1.0536757065597682,-0.9974984686275536,1.0
-0.9480630744471169,-0.9489083228700717,-1.1763555177575498,-0.9368522399842033,-0.7555415224906935,-0.9270959082436757,-0.8537193529881573,-0.9044104227349961,1.0
-0.9542387879713526,-0.9634838202216044,-0.7690074534945361,-0.9939102228149862,-1.208850454189172,-0.9335478636870831,-1.2063256333559473,-0.9126115259427453,1.0
-0.9785034543539065,-0.984094052705061,-1.5700547314764315,-0.9844689738573748,-1.0113115678926505,-0.9576458504777798,-1.0726846524747566,-0.9332094136988198,1.0
-0.8450980163898751,-0.8497863285212006,-0.032327515016757694,-0.9483459343673826,-1.3213375656494388,-0.8325874511792744,-1.1922256334193932,-0.839162588163687,1.0
-1.0130394450110027,-1.0156223949423224,0.740643628436758,-0.987752886538283,-0.8628138846302559,-1.0249973191023327,-0.8680467982979923,-1.0332559125640206,1.0
-1.088526407540841,-1.0832254953075708,-0.3500949567838013,-1.0657458127098567,-1.3129348677023542,-1.090812607859408,-1.2452908404659258,-1.0929172611997686,1.0
-1.0479772557859182,-1.0577695399443665,-1.8612937417623507,-1.0168976115813448,-0.9116414098706764,-1.053490116122597,-0.9852722117029451,-1.044886497267499,1.0
-1.0536967384535731,-1.0482435433803665,-0.26818457765691234,-1.0021200045172571,-0.8101290611400661,-1.0511658091926737,-0.8785875473194774,-1.0565265684108294,1.0
-0.8768505963837415,-0.8783753288806718,-0.033564627361051876,-0.9040131131751197,-0.8375566316108,-0.8653815518284765,-0.8419719873496948,-0.8654098776590616,1.0
-0.9688466273102321,-0.9777351403725004,-0.07943252204415428,-0.979543104836012,-0.9982426038868488,-0.9780837217581381,-0.973511680950238,-0.9756093465837449,1.0
-0.9671875944658114,-0.9617958773994147,0.1827592750974618,-0.9393151744948846,-0.7052995928079516,-0.9777096953556217,-0.6943814421972562,-0.993128329799123,1.0
-1.0367792147319121,-1.047317491772972,0.14650071317344054,-1.0181290788366855,-0.9913333414327637,-1.0554671128216122,-0.9875996861574086,-1.0587611751567545,1.0
-0.9077785673033393,-0.9112751311848852,-0.7338270612792581,-0.9598396287505618,-1.1517334949264122,-0.8870216508312087,-1.1188440903491115,-0.8710157235142325,1.0
-1.0288843520388462,-1.0344354943156722,0.6958366305287317,-1.0062248953683925,-0.9419422964055106,-1.0352028966567077,-0.969894150040054,-1.028499865625098,1.0
-0.8596492431402806,-0.8639831319719959,-0.45206777384373154,-0.9134543621327311,-0.9823151809024668,-0.8395202977116311,-0.9723035314233016,-0.8296861300902858,1.0
-1.020086234683275,-1.0106763277751072,0.5949955496227436,-0.9044236022602332,-0.04164972579187319,-1.0307947283413363,-0.2171198526494675,-1.0481240597075163,1.0
-1.0147838395551236,-1.0151966486278028,0.01771741957148979,-0.974206746729536,-0.7259266677699743,-1.022953531974297,-0.7745954915216389,-1.0279518778200984,1.0
-1.0073781075619246,-0.9856256429901802,-1.048434437039015,-0.9967836464107809,-1.123170814305446,-0.9772154461808679,-1.0964592620077966,-0.9664786959120395,1.0
-0.9295957055282129,-0.9353576421920481,-1.0273413525798758,-0.9446515326013606,-0.8994120182257945,-0.926601659068922,-0.9059339113002134,-0.9165862975459363,1.0
-1.0032463378353769,-0.9865219395842544,-2.256653249334506,-0.9857004411127153,-1.0100278025154448,-0.9720057927172473,-1.0360490022152185,-0.9556128104390702,1.0
-0.9712112842545941,-0.970074862986067,0.5051947282435365,-0.9384941963246576,-0.649017177691113,-0.9925371705982345,-0.6321933404341539,-1.01140084878749,1.0
-0.9739659032870648,-0.9837544194264805,-1.328537202902493,-1.0210025024324803,-1.3687609007151509,-0.9481616095568294,-1.345683844415399,-0.9150420530282892,1.0
-0.936910936645961,-0.9236401485527075,-0.6395471973869357,-0.9844689738573748,-1.310364490908192,-0.8889986475302236,-1.26551281326146,-0.8613319881599383,1.0
-1.0034302767742973,-1.012598047443676,-0.10051520852378452,-0.9791326157508986,-0.7927004512439848,-1.0132288455088716,-0.8477167846212996,-1.0147336952509798,1.0
-0.9339648356254063,-0.9267780435177931,-0.2743341964397628,-0.9623025632612432,-1.099917745946621,-0.9025971788788543,-1.090735638693844,-0.8821028543978949,1.0
-1.0837717341614868,-1.07121487042827,-0.471251575236313,-1.0074563626237332,-0.7139418188658483,-1.074782904894421,-0.8270184954183434,-1.074901817251553,1.0
-0.9137687684569663,-0.9145683511624734,-1.4866226743687845,-0.875689366302285,-0.40516854407978725,-0.9094765930679946,-0.5217087552683912,-0.9101945621725273,1.0
-0.9397160349703757,-0.9501805102423992,-0.9248511950181033,-0.9274109910265917,-0.6616074490239854,-0.9359122448744186,-0.7626862917427184,-0.9242350932588522,1.0
-0.960818487350867,-0.9455311280115573,-0.38470290056059553,-0.9934997337298727,-1.2913029527919275,-0.9312903471861806,-1.209940813262413,-0.9314797484368974,1.0
-1.0264653616679913,-1.03213205025803,-0.8416103941061175,-0.9906263101340778,-0.7902332704022803,-1.0324244148094435,-0.8618347121881585,-1.033823291230774,1.0
-0.9757964776666196,-0.9699124451143186,0.0644227264328026,-0.986931908368056,-1.110379312201998,-0.976520825719052,-1.0300896557030605,-0.9842873982234451,1.0
-1.0287979540793422,-1.0283273356976261,0.0353115573138126,-1.0255178823687292,-1.1824474949213548,-1.0202551986418575,-1.1660597501419452,-1.0113312018787104,1.0
-0.930745989011034,-0.9333523225480209,0.4829524066488171,-0.9512193579631775,-0.9686265010846501,-0.9228346788721503,-0.9602421698950856,-0.9129117846464054,1.0
-0.95873695541879,-0.9595701815731507,-0.6230228653405303,-0.9779011484955579,-1.0785390240326296,-0.9260406194651477,-1.1233091024682291,-0.9049282535128688,1.0
-0.831577097993881,-0.8195059698233728,-1.227130397174751,-0.8715844754511495,-0.8560236653822383,-0.7754549181949003,-0.910891670632446,-0.7576758986479394,1.0
-1.106812111814537,-1.1181128786014285,-1.2868714630565201,-1.0070458735386196,-0.3429731934643401,-1.156106931270121,-0.4364667708944562,-1.1799259362609118,1.0
-1.072868174278781,-1.080918047706145,0.14771043134823125,-1.0099192971344146,-0.6729841648304608,-1.118370338873381,-0.6555528638798865,-1.1463813210247815,1.0
-0.9765337635904742,-0.9727894990323008,1.0891488905047255,-0.9056550695155738,-0.3191249951715137,-0.9919360567370474,-0.4008406964540449,-1.005011045553989,1.0
-1.1359845050934827,-1.1289184303806254,-0.7026234106015924,-1.0694402144758786,-1.0592544608432382,-1.1488802068500727,-1.054060390889732,-1.1577162054732104,1.0
-1.0580068285872102,-1.0684511347560381,-1.886684740665064,-0.9857004411127153,-0.48504655438457067,-1.0851888537358585,-0.6039648481224383,-1.0918120202654131,1.0
-0.8783917179647215,-0.876706338140215,-1.1177888631788848,-0.9007292004942112,-0.8187165703826295,-0.8788999346622821,-0.7805112710896325,-0.9002281877511529,1.0
-0.8588488117168406,-0.8612469965374294,0.30917372579446883,-0.9175592529838666,-1.027700760978429,-0.8330817003540282,-1.0136049837575074,-0.8166783756924432,1.0
-1.0664163571235046,-1.0657347538672084,-0.7554103243718466,-0.9976046245810082,-0.6403428793829156,-1.0871925666064817,-0.6934065476273266,-1.104506389639837,1.0
-1.074602671318262,-1.0725147659591474,-0.5774157532197144,-1.0234654369431615,-0.8889663991973376,-1.0856563867390039,-0.9138325355196147,-1.0943634331059886,1.0
-0.9022195737130032,-0.9124796514738953,1.6545325547142993,-0.8880040388556913,-0.5239414361097391,-0.937662154114763,-0.49711459837163563,-0.9522822759997754,1.0
-0.9260381305088834,-0.9282251643498332,-0.9695517071441884,-0.9089389821964822,-0.619180721371319,-0.9272428471875216,-0.671955197268752,-0.9289760769935251,1.0
-1.0979193970150374,-1.0966708416034687,1.2612966209943541,-0.9836479956871476,-0.23635305090588624,-1.1414798273145705,-0.3011341168137785,-1.1747506820102005,1.0
-0.9540293059786825,-0.963721267774957,-1.4210234839990676,-0.893750886047281,-0.2655608485128146,-0.965019513841674,-0.42888497249348484,-0.961314450115726,1.0
-0.9233091522140653,-0.9208087313141369,-0.8983119953946732,-0.9635340305165837,-1.1392932102667168,-0.9098239032989025,-1.07786455790161,-0.9086947991710598,1.0
-0.9281729238484104,-0.9025016775395731,-0.19543983604247456,-0.9380837072395439,-1.0062873284461396,-0.871780074928667,-1.0283941915069725,-0.849355720156517,1.0
